,topic_id,prompt,comment
312,BRVMOT03050,BRVMOT03050 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"ถ้า ClaimGroup =""P"" ข้อมูล ClaimAmt >1"
313,BRVMOT03060,BRVMOT03060 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"ถ้า ClaimGroup =""S"" ข้อมูล ClaimAmt >1"
314,BRVMOT03070,BRVMOT03070 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,ถ้า ClaimType=2 ข้อมูล ต้องมีข้อมูล ClaimNumber ที่เป็น ClaimType=1 อยู่แล้วเท่านั้น ClaimNumber ในตารางสินไหม (4)
315,BRVMOT03080,BRVMOT03080 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,ถ้า ClaimType=3 ข้อมูล ต้องมีข้อมูล ClaimNumber ที่เป็น ClaimType=2 อยู่แล้วเท่านั้น ClaimNumber ในตารางสินไหม (4)
316,BRVMOT03100,BRVMOT03100 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,ในแฟ้มรายละเอียดอุบัติเหตุ (ODFTTotalAmt  > 0)  ต้องนำส่งข้อมูล (ODTotalAmt  >0)  ในแฟ้มสินไหมทดแทน OD&FT
317,BRVMOT03200,BRVMOT03200 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,ในแฟ้มรายละเอียดอุบัติเหตุ (ODFTTotalAmt  > 0) แต่ไม่มีการนำส่งข้อมูล (FireTotalAmt >0 ) ในแฟ้มสินไหมทดแทน OD&FT
318,BRVMOT03300,BRVMOT03300 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,ในแฟ้มรายละเอียดอุบัติเหตุ (ODFTTotalAmt  > 0) ต้องนำส่งข้อมูล (TheftTotalAmt >0)  ในแฟ้มสินไหมทดแทน OD&FT
319,BRVMOT03400,BRVMOT03400 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,ในแฟ้มรายละเอียดอุบัติเหตุ (TPPDTotalAmt  > 0)  ผลรวมค่าสินไหมในแฟ้มสินไหม TPPD (TPPDRepairAmt + TPPDSparePartsAmt + TPPDOtherAmt + TPPDAssetAmt) ต้องระบุค่า
320,BRVMOT03500,BRVMOT03500 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,ในแฟ้มรายละเอียดอุบัติเหตุ (TPBITotalAmt  > 0)   ผลรวมค่าสินไหมในแฟ้มสินไหม TPBI  (TPBIMedicalAmt + TPBIHealthAmt  + TPBIDeathAmt) ต้องระบุค่า
321,BRVMOT03600,BRVMOT03600 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,ในแฟ้มรายละเอียดอุบัติเหตุ (EX01TotalAmt  > 0)   จะต้องนำส่งนำส่งข้อมูล (EX01DeathAmt + EX01DismembermentAmt +EX01PermanentAmt +EX01TemporaryAmt > 0) ในแฟ้มสินไหมทดแทนเพิ่มเติม
322,BRVMOT03700,BRVMOT03700 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,ในแฟ้มรายละเอียดอุบัติเหตุ (EX02TotalAmt  > 0)   จะต้องนำส่งนำส่งข้อมูล (Ex02ClaimAmt > 0) ในแฟ้มสินไหมทดแทนเพิ่มเติม
323,BRVMOT03800,BRVMOT03800 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,ในแฟ้มรายละเอียดอุบัติเหตุ (EX03TotalAmt  > 0)   จะต้องนำส่งนำส่งข้อมูล (Ex03ClaimAmt > 0) ในแฟ้มสินไหมทดแทนเพิ่มเติม
324,BRVMOT04200,BRVMOT04200 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,ผลรวมจำนวนสินไหมทดแทน TPPD (TPPDTotalAmt) สำหรับ 1 รายการสินไหม ต้องไม่เกินทุนประกันภัย TPPD <= (TPPDSIAmt) ในแฟ้มกรมธรรม์
325,BRVMOT04300,BRVMOT04300 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,ผลรวมจำนวนสินไหมทดแทน TPBI ต่อครั้ง สำหรับ 1 รายการสินไหม ต้องไม่เกินทุนประกันภัย TPBI ต่อครั้ง <= (TPBISIEventAmt) ในแฟ้มกรมธรรม์
326,BRVMOT04400,BRVMOT04400 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,ผลรวมจำนวนสินไหมทดแทน TPBI ต่อคน (TPBITotalAmt)  สำหรับ 1 รายการสินไหม ต้องไม่เกินทุนประกันภัย TPPBI ต่อคน <= (TPBISIPersonAmt) ในแฟ้มกรมธรรม์
327,BRVMOT04500,BRVMOT04500 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,ตรวจสอบรหัสประเทศที่ขยายอาณาเขต (EX04TerritoryCountry)  ให้ถูกต้องตารางอ้างอิง
328,BRVMOT04700,BRVMOT04700 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,รายการในแฟ้ม สินไหมความคุ้มครองพิเศษ ต้องมีข้อมูลในตารางรายละเอียดอุบัติเหตุในฐาน  IBS  ซึ่งพิจารณารายการคีย์หลักของ อาจเป็นไปได้ว่า คีย์หลักของข้อมูลอาจไม่ตรงกัน หรือ มีการนำส่งข้อมูลไม่ครบถ้วนข้อมูลตามโครงสร้าง
329,BRVMOT04900,BRVMOT04900 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,รายการในแฟ้ม จ่ายสินไหม ต้องมีข้อมูลในตารางรายละเอียดอุบัติเหตุในฐาน  IBS  ซึ่งพิจารณารายการคีย์หลักของข้อมูลตามโครงสร้าง อาจเป็นไปได้ว่า คีย์หลักของข้อมูลอาจไม่ตรงกัน หรือ มีการนำส่งข้อมูลไม่ครบถ้วน
330,BRVMOT05000,BRVMOT05000 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,รายการในแฟ้มผู้ประสบภัย ต้องมีข้อมูลในตารางรายละเอียดอุบัติเหตุในฐาน  IBS  ซึ่งพิจารณารายการคีย์หลักของข้อมูลตามโครงสร้าง อาจเป็นไปได้ว่า คีย์หลักของข้อมูลอาจไม่ตรงกัน หรือ มีการนำส่งข้อมูลไม่ครบถ้วน
331,BRVMOT05100,BRVMOT05100 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,รายการในแฟ้มผู้ประสบภัย ต้องมีข้อมูลในตารางรายละเอียดอุบัติเหตุในฐาน  IBS  ซึ่งพิจารณารายการคีย์หลักของข้อมูลตามโครงสร้าง อาจเป็นไปได้ว่า คีย์หลักของข้อมูลอาจไม่ตรงกัน หรือ มีการนำส่งข้อมูลไม่ครบถ้วน
332,BRVMOT05200,BRVMOT05200 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,รายการในแฟ้มรับ / คืนเบี้ย ต้องมีข้อมูลในตารางสลักหลังในฐาน  IBS  ซึ่งพิจารณารายการคีย์หลักของข้อมูลตามโครงสร้าง อาจเป็นไปได้ว่า คีย์หลักของข้อมูลอาจไม่ตรงกัน หรือ มีการนำส่งข้อมูลไม่ครบถ้วน
333,BRVMOT05210,BRVMOT05210 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,รายการในแฟ้มรับ/คืนเบี้ยต้องมีข้อมูลในตารางกรมธรรม์ในฐาน IBS ซึ่งพิจารณารายการคีย์หลักของข้อมูลตามโครงสร้าง อาจเป็นไปได้ว่าคีย์หลักของข้อมูลอาจไม่ตรงกันหรือมีการนำส่งข้อมูลไม่ครบถ้วน
334,BRVMOT05300,BRVMOT05300 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,รายการในแฟ้มรับ / คืนเบี้ย ต้องมีข้อมูลในตารางสลักหลังในฐาน  IBS  ซึ่งพิจารณารายการคีย์หลักของข้อมูลตามโครงสร้าง อาจเป็นไปได้ว่า คีย์หลักของข้อมูลอาจไม่ตรงกัน หรือ มีการนำส่งข้อมูลไม่ครบถ้วน
335,BRVMOT05400,BRVMOT05400 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,สถานะของการส่งข้อมูลในแฟ้มรายการับ / คืนเบี้ย เป็นยกเลิก แต่ไม่พบข้อมูลของรายการกรมธรรม์ที่ต้องการยกเลิก ซึ่งพิจารณารายการคีย์หลักของข้อมูลตามโครงสร้าง อาจเป็นไปได้ว่า คีย์หลักของข้อมูลอาจไม่ตรงกัน หรือ มีการนำส่งข้อมูลไม่ครบถ้วน
336,BRVMOT05500,BRVMOT05500 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,มีการนำส่งข้อมูลซ้ำกับในฐานข้อมูล ซึ่งพิจารณารายการคีย์หลักของข้อมูลตามโครงสร้าง
337,BRVMOT05510,BRVMOT05510 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,รายการในแฟ้มรับ / คืนเบี้ย ต้องมีข้อมูลในตารางกรมธรรม์ในฐาน  IBS  ซึ่งพิจารณารายการคีย์หลักของข้อมูลตามโครงสร้าง อาจเป็นไปได้ว่า คีย์หลักของข้อมูลอาจไม่ตรงกัน หรือ มีการนำส่งข้อมูลไม่ครบถ้วน
338,BRVMOT05520,BRVMOT05520 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,มีการนำส่งข้อมูลซ้ำกับในฐานข้อมูล ซึ่งพิจารณารายการคีย์หลักของข้อมูลตามโครงสร้าง
339,BRVMOT05700,BRVMOT05700 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,รายการในแฟ้มสลักหลังต้องมีข้อมูลในตารางกรมธรรม์ในฐาน  IBS ก่อนเสมอ ซึ่งพิจารณารายการคีย์หลักของข้อมูลตามโครงสร้าง อาจเป็นไปได้ว่า คีย์หลักของข้อมูลอาจไม่ตรงกัน หรือ มีการนำส่งข้อมูลไม่ครบถ้วน
340,BRVMOT05900,BRVMOT05900 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,หมายเลขกรมธรรม์ในข้อมูลสินไหม ค้นหาข้อมูลรายการกรมธรรม์ไม่พบในฐาน IBS อาจเป็นไปได้ว่า คีย์หลักของข้อมูลอาจไม่ตรงกัน หรือ มีการนำส่งข้อมูลไม่ครบถ้วน
341,BRVMOT06000,BRVMOT06000 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,มีการนำส่งข้อมูลซ้ำกับในฐานข้อมูล ซึ่งพิจารณารายการคีย์หลักของข้อมูลตามโครงสร้าง
342,BRVMOT06010,BRVMOT06010 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย. 09  ต้องระบุค่าบาร์โค้ด EndorsementType ='04' , BarCode  ห้ามว่าง"
343,BRVMOT06020,BRVMOT06020 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย.07 , 08 , 12, 26 , 27 ,28 ต้องระบุค่ารหัสประเภทกรมธรรม์ EndorsementType  ('07,'08','12','27')  , PolicyType  ห้ามว่าง"
344,BRVMOT06030,BRVMOT06030 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย.09 รหัสแบบกรมธรรม์ประกันภัยที่ได้รับความเห็นชอบจากคปภ. ต้องระบุค่า  EndorsementType   ='09' ,  OICPolicyType  ห้ามเป็นค่าว่าง"
345,BRVMOT06060,BRVMOT06060 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย.09, 23 ต้องระบุค่า ประเภทผู้เอาประกันภัย EndorsementType  in ('09','23')  , InsuredType  ห้ามเป็นค่าว่าง"
346,BRVMOT06050,BRVMOT06050 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย. 09 , 23 ชื่อผู้เอาประกันภัยต้องระบุค่า EndorsementType  in ('09','23')  , InsuredName  ห้ามเป็นค่าว่าง"
347,BRVMOT06060,BRVMOT06060 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย. 09 , 23 ที่อยู่ผู้เอาประกันภัยต้องระบุค่า EndorsementType  in ('09','23')  , InsuredAddress  ห้ามเป็นค่าว่าง"
348,BRVMOT06070,BRVMOT06070 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย. 09 , 23 รหัสจังหวัด,อำเภอ,ตำบลต้องระบุค่า EndorsementType  in ('09','23')  , InsuredProvinceDistrictSub  ห้ามเป็นค่าว่าง"
349,BRVMOT06080,BRVMOT06080 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย. 09 , 23 รหัสไปรษณีย์ต้องระบุค่า EndorsementType  in ('09','23')  , InsuredZipCode  ห้ามเป็นค่าว่าง"
350,BRVMOT06090,BRVMOT06090 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย. 09 , 23 ประเทศต้องระบุค่า EndorsementType  in ('09','23')  , InsuredCountryCode  ห้ามเป็นค่าว่าง"
351,BRVMOT06100,BRVMOT06100 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย.09 , 23 อาชีพผู้เอาประกันภัยต้องระบุค่า EndorsementType  in ('09','23')  , InsuredOccupation  ห้ามเป็นค่าว่าง"
352,BRVMOT06110,BRVMOT06110 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย.09 , 23 เลขที่บัตรประจำตัวผู้เอาประกันภัยต้องระบุค่า EndorsementType  in ('09','23')  , InsuredCitizenId  ห้ามเป็นค่าว่าง"
353,BRVMOT06120,BRVMOT06120 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย. 26 , 27 การระบุจำนวนผู้ขับขี่ต้องระบุค่า EndorsementType  in ('26','27')  ,   DriverType ห้ามเป็นค่าว่าง"
354,BRVMOT06130,BRVMOT06130 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย. 07, 09 , 26 , 28 และระบุจำนวนผู้ขับขี่ = '1' ชื่อ-นามสกุล ผู้ขับขี่คนที่1ต้องระบุค่า  EndorsementType  in ('07,'09','26','28')  ,  DriverName1 ห้ามเป็นค่าว่าง"
355,BRVMOT06140,BRVMOT06140 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย. 07, 09 , 26 , 28 และระบุจำนวนผู้ขับขี่ = '1' วันเกิดผู้ขับขี่คนที่1ต้องระบุค่า  EndorsementType  in ('07,'09','26','28')  ,   DriverBirthday1 ห้ามเป็นค่าว่าง"
356,BRVMOT06150,BRVMOT06150 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย. 07, 09 , 26 , 28 และระบุจำนวนผู้ขับขี่ = '1' อายุผู้ขับขี่คนที่1ต้องระบุค่า  EndorsementType  in ('07,'09','26','28')  ,   DriverAge1 ห้ามเป็นค่าว่าง"
357,BRVMOT06160,BRVMOT06160 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย. 07, 09 , 26 , 28 และระบุจำนวนผู้ขับขี่ = '1' เพศ ผู้ขับขี่คนที่1ต้องระบุค่า EndorsementType  in ('07,'09','26','28')  ,   DriverGender1 ห้ามเป็นค่าว่าง"
358,BRVMOT06170,BRVMOT06170 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย. 07, 09 , 26 , 28 และระบุจำนวนผู้ขับขี่ = '1' รหัสอาชีพ ผู้ขับขี่คนที่1ต้องระบุค่า  EndorsementType  in ('07,'09','26','28')  ,  DriverOccupation1  ห้ามเป็นค่าว่าง"
359,BRVMOT06180,BRVMOT06180 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย. 07, 09 , 26 , 28 และระบุจำนวนผู้ขับขี่ = '1' เลขบัตรประชาชน ผู้ขับขี่คนที่1ต้องระบุค่า  EndorsementType  in ('07,'09','26','28')  , DriverCitizenId1  ห้ามเป็นค่าว่าง"
360,BRVMOT06190,BRVMOT06190 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"เลขใบขับขี่ ผู้ขับขี่คนที่1ต้องระบุค่ารายการสลักหลัง ร.ย. 07, 09 , 26 , 28 และระบุจำนวนผู้ขับขี่ = '1'  EndorsementType  in ('07,'09','26','28')  , DriverLicense1 ห้ามเป็นค่าว่าง"
361,BRVMOT06200,BRVMOT06200 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย. 07, 09 , 26 , 28 และระบุจำนวนผู้ขับขี่ = '2' ชื่อ-นามสกุล ผู้ขับขี่คนที่2ต้องระบุค่า EndorsementType  in ('07,'09','26','28')  , DriverName2 ห้ามเป็นค่าว่าง"
362,BRVMOT06210,BRVMOT06210 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย. 07, 09 , 26 , 28 และระบุจำนวนผู้ขับขี่ = '2' วันเกิดผู้ขับขี่คนที่2ต้องระบุค่า  EndorsementType  in ('07,'09','26','28')  ,  DriverBirthday2  ห้ามเป็นค่าว่าง"
363,BRVMOT06220,BRVMOT06220 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย. 07, 09 , 26 , 28 และระบุจำนวนผู้ขับขี่ = '2' อายุผู้ขับขี่คนที่2ต้องระบุค่า  EndorsementType  in ('07,'09','26','28')  ,   DriverAge2 ห้ามเป็นค่าว่าง"
364,BRVMOT06230,BRVMOT06230 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"เพศ ผู้ขับขี่คนที่2ต้องระบุค่ารายการสลักหลัง ร.ย. 07, 09 , 26 , 28 และระบุจำนวนผู้ขับขี่ = '2'  EndorsementType  in ('07,'09','26','28')  ,   DriverGender2 ห้ามเป็นค่าว่าง"
365,BRVMOT06240,BRVMOT06240 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย. 07, 09 , 26 , 28 และระบุจำนวนผู้ขับขี่ = '2' รหัสอาชีพ ผู้ขับขี่คนที่2ต้องระบุค่า  EndorsementType  in ('07,'09','26','28')  ,  DriverOccupation2 ห้ามเป็นค่าว่าง"
366,BRVMOT06250,BRVMOT06250 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย. 07, 09 , 26 , 28 และระบุจำนวนผู้ขับขี่ = '2' เลขบัตรประชาชน ผู้ขับขี่คนที่2ต้องระบุค่า  EndorsementType  in ('07,'09','26','28')  ,   DriverCitizenId2 ห้ามเป็นค่าว่าง"
367,BRVMOT06260,BRVMOT06260 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย. 07, 09 , 26 , 28 และระบุจำนวนผู้ขับขี่ = '2' เลขใบขับขี่ ผู้ขับขี่คนที่2ต้องระบุค่า EndorsementType  in ('07,'09','26','28')  ,  DriverLicense2 ห้ามเป็นค่าว่าง"
368,BRVMOT06270,BRVMOT06270 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย.09 เลขประจำตัวผู้รับประโยชน์คนที่ 1ต้องระบุค่า EndorsementType = '09', BeneficiaryCitizenId1  ห้ามเป็นค่าว่าง"
369,BRVMOT06280,BRVMOT06280 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย.09 ผู้รับประโยชน์คนที่ 1ต้องระบุค่า EndorsementType = '09', Beneficiary1  ห้ามเป็นค่าว่าง"
370,BRVMOT06290,BRVMOT06290 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย.09 วันที่เริ่มคุ้มครองต้องระบุค่า EndorsementType = '09', EffectiveDate  ห้ามเป็นค่าว่าง"
371,BRVMOT06300,BRVMOT06300 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย.09 วันที่สิ้นสุดคุ้มครองต้องระบุค่าEndorsementType = '09', ExpiryDate  ห้ามเป็นค่าว่าง"
372,BRVMOT06310,BRVMOT06310 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย. 06 , 09 , 17 , 25 เลขทะเบียนรถต้องระบุค่า  EndorsementType  in( '06','09','17','25') , VehicleLicense ห้ามเป็นค่าว่าง"
373,BRVMOT06320,BRVMOT06320 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย. 06 , 09 , 17 , 25 จังหวัดทะเบียนรถต้องระบุค่า EndorsementType  in( '06','09','17','25') , VehicleLicenseProvince ห้ามเป็นค่าว่าง"
374,BRVMOT06330,BRVMOT06330 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย. 06 , 09 , 17 , 25 ประเทศต้องระบุค่า EndorsementType  in( '06','09','17','25') , VehicleCountryCode ห้ามเป็นค่าว่าง"
375,BRVMOT06340,BRVMOT06340 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย. 06 , 09 , 17 , 25 เลขตัวถังรถต้องระบุค่า EndorsementType  in( '06','09','17','25') , VehicleChassis ห้ามเป็นค่าว่าง"
376,BRVMOT06350,BRVMOT06350 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย. 09 , 17 , 22 , 25 รหัสประเภทรถต้องระบุค่า EndorsementType  in( '09','17','22','25') , VehicleType ห้ามเป็นค่าว่าง"
377,BRVMOT06360,BRVMOT06360 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย. 09 , 17 , 25 รหัสกลุ่มรถต้องระบุค่า EndorsementType  in( '09','17','25') , VehicleGroup ห้ามเป็นค่าว่าง"
378,BRVMOT06370,BRVMOT06370 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย. 09 , 17 , 25 ชื่อยี่ห้อรถต้องระบุค่า EndorsementType  in( '09','17','25') , VehicleBrand ห้ามเป็นค่าว่าง"
379,BRVMOT06380,BRVMOT06380 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย. 09 , 17 , 25 ชื่อรุ่นรถต้องระบุค่า EndorsementType  in( '06','09','17','25') , VehicleModel ห้ามเป็นค่าว่าง"
380,BRVMOT06390,BRVMOT06390 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย. 09 , 17 , 25 ชื่อรุ่นรถย่อยต้องระบุค่า EndorsementType  in( '06','09','17','25') , VehicleSubModel ห้ามเป็นค่าว่าง"
381,BRVMOT06400,BRVMOT06400 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย. 09 , 10 , 17 , 25 ปีรถต้องระบุค่า EndorsementType  in( '06','09','17','25') , VehicleYear ห้ามเป็นค่าว่าง"
382,BRVMOT06410,BRVMOT06410 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย. 09 , 10 , 17 , 25 อายุรถต้องระบุค่า EndorsementType  in( '06','09','17','25') , VehicleAge ห้ามเป็นค่าว่าง"
383,BRVMOT06420,BRVMOT06420 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย. 09 , 10 , 17 , 25 ขนาดเครื่องยนต์ต้องระบุค่า EndorsementType  in( '06','09','17','25'), VehicleSize ห้ามเป็นค่าว่าง กรณีประเภทรถ 110,120,610,620,720,802"
384,BRVMOT06430,BRVMOT06430 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย. 09 , 10 , 17 , 25 จำนวนที่นั่งต้องระบุค่า EndorsementType  in( '09','10','17','25') , VehicleSeat ห้ามเป็นค่าว่าง กรณีประเภทรถ 210,220,230"
385,BRVMOT06440,BRVMOT06440 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย. 09 , 10 , 17 , 25 น้ำหนักบรรทุกต้องระบุค่า EndorsementType  in( '09','10','17','25') , VehicleWeight ห้ามเป็นค่าว่าง กรณีประเภทรถ 310,320,340,420,520,540,803,804,805"
386,BRVMOT06450,BRVMOT06450 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย. 09 , 10 , 17 , 25 อุปกรณ์เพิ่มเติม(มี/ไม่มี)ต้องระบุค่า EndorsementType  in( ''09','10','17') , OptionFlag ห้ามเป็นค่าว่าง กรณีประเภทรถ 320,340"
387,BRVMOT06460,BRVMOT06460 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย. 06 , 08 , 09 , 12 , 20 , 25 จำนวนเงินเอาประกันภัย OD ต้องระบุค่า EndorsementType  in( '06','09','17','25') , ODSIAmt ห้ามเป็นค่าว่าง"
388,BRVMOT06470,BRVMOT06470 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย. 06 , 08 , 09 , 12 , 20 , 25 จำนวนเงินเอาประกันภัย Fireต้องระบุค่า EndorsementType  in( '06','08','09','12','20','25') , FireSIAmt ห้ามเป็นค่าว่าง"
389,BRVMOT06480,BRVMOT06480 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย. 06 , 08 , 09 , 12 , 20 , 25 จำนวนเงินเอาประกันภัย Theftต้องระบุค่า EndorsementType  in( '06','08','09','12','20','25') , TheftSIAmt ห้ามเป็นค่าว่าง"
390,BRVMOT06490,BRVMOT06490 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยรถยนต์,"รายการสลักหลัง ร.ย. 06 , 08 , 09 , 12 , 20 , 25 จำนวนเงินจำกัดความรับผิด TPPD ต่อครั้งต้องระบุค่า EndorsementType  in( '06','09','17','25') , TPPDSIAmt ห้ามเป็นค่าว่าง"
